SubjectID,AssignmentID,ProblemID,Label
014604ba54339d4b1266cf78e125053a5ac11dd861ef3cc0b4ed777ed0e2af0a,494,41,True
014604ba54339d4b1266cf78e125053a5ac11dd861ef3cc0b4ed777ed0e2af0a,494,43,True
014604ba54339d4b1266cf78e125053a5ac11dd861ef3cc0b4ed777ed0e2af0a,494,44,True
014604ba54339d4b1266cf78e125053a5ac11dd861ef3cc0b4ed777ed0e2af0a,494,46,True
014604ba54339d4b1266cf78e125053a5ac11dd861ef3cc0b4ed777ed0e2af0a,494,49,True
014604ba54339d4b1266cf78e125053a5ac11dd861ef3cc0b4ed777ed0e2af0a,494,67,True
014604ba54339d4b1266cf78e125053a5ac11dd861ef3cc0b4ed777ed0e2af0a,494,104,True
014604ba54339d4b1266cf78e125053a5ac11dd861ef3cc0b4ed777ed0e2af0a,494,106,False
014604ba54339d4b1266cf78e125053a5ac11dd861ef3cc0b4ed777ed0e2af0a,494,107,True
014604ba54339d4b1266cf78e125053a5ac11dd861ef3cc0b4ed777ed0e2af0a,494,108,False
014604ba54339d4b1266cf78e125053a5ac11dd861ef3cc0b4ed777ed0e2af0a,502,45,True
014604ba54339d4b1266cf78e125053a5ac11dd861ef3cc0b4ed777ed0e2af0a,502,48,True
014604ba54339d4b1266cf78e125053a5ac11dd861ef3cc0b4ed777ed0e2af0a,502,51,False
014604ba54339d4b1266cf78e125053a5ac11dd861ef3cc0b4ed777ed0e2af0a,502,56,True
014604ba54339d4b1266cf78e125053a5ac11dd861ef3cc0b4ed777ed0e2af0a,502,57,True
014604ba54339d4b1266cf78e125053a5ac11dd861ef3cc0b4ed777ed0e2af0a,502,64,False
014604ba54339d4b1266cf78e125053a5ac11dd861ef3cc0b4ed777ed0e2af0a,502,70,False
014604ba54339d4b1266cf78e125053a5ac11dd861ef3cc0b4ed777ed0e2af0a,502,71,True
014604ba54339d4b1266cf78e125053a5ac11dd861ef3cc0b4ed777ed0e2af0a,502,112,True
014604ba54339d4b1266cf78e125053a5ac11dd861ef3cc0b4ed777ed0e2af0a,502,118,True
01e96e066eff2e82627dac0493737be2de9bd2f50d6d498bb6420906c7164c05,494,41,True
01e96e066eff2e82627dac0493737be2de9bd2f50d6d498bb6420906c7164c05,494,43,False
01e96e066eff2e82627dac0493737be2de9bd2f50d6d498bb6420906c7164c05,494,44,False
01e96e066eff2e82627dac0493737be2de9bd2f50d6d498bb6420906c7164c05,494,46,False
01e96e066eff2e82627dac0493737be2de9bd2f50d6d498bb6420906c7164c05,494,49,False
01e96e066eff2e82627dac0493737be2de9bd2f50d6d498bb6420906c7164c05,494,67,False
01e96e066eff2e82627dac0493737be2de9bd2f50d6d498bb6420906c7164c05,494,104,False
01e96e066eff2e82627dac0493737be2de9bd2f50d6d498bb6420906c7164c05,494,106,False
01e96e066eff2e82627dac0493737be2de9bd2f50d6d498bb6420906c7164c05,494,107,False
01e96e066eff2e82627dac0493737be2de9bd2f50d6d498bb6420906c7164c05,494,108,False
01e96e066eff2e82627dac0493737be2de9bd2f50d6d498bb6420906c7164c05,502,45,True
03000c72d4dd6a4be44ffc175dec5d9a15a83a2f8073b08b27be1fb7638cc466,494,41,False
03000c72d4dd6a4be44ffc175dec5d9a15a83a2f8073b08b27be1fb7638cc466,494,43,False
03000c72d4dd6a4be44ffc175dec5d9a15a83a2f8073b08b27be1fb7638cc466,494,44,True
03000c72d4dd6a4be44ffc175dec5d9a15a83a2f8073b08b27be1fb7638cc466,494,46,False
03000c72d4dd6a4be44ffc175dec5d9a15a83a2f8073b08b27be1fb7638cc466,494,49,False
03000c72d4dd6a4be44ffc175dec5d9a15a83a2f8073b08b27be1fb7638cc466,494,67,False
03000c72d4dd6a4be44ffc175dec5d9a15a83a2f8073b08b27be1fb7638cc466,494,104,True
03000c72d4dd6a4be44ffc175dec5d9a15a83a2f8073b08b27be1fb7638cc466,494,106,True
03000c72d4dd6a4be44ffc175dec5d9a15a83a2f8073b08b27be1fb7638cc466,494,107,False
03000c72d4dd6a4be44ffc175dec5d9a15a83a2f8073b08b27be1fb7638cc466,494,108,True
03000c72d4dd6a4be44ffc175dec5d9a15a83a2f8073b08b27be1fb7638cc466,502,45,False
03000c72d4dd6a4be44ffc175dec5d9a15a83a2f8073b08b27be1fb7638cc466,502,48,False
03000c72d4dd6a4be44ffc175dec5d9a15a83a2f8073b08b27be1fb7638cc466,502,51,False
03000c72d4dd6a4be44ffc175dec5d9a15a83a2f8073b08b27be1fb7638cc466,502,56,True
03000c72d4dd6a4be44ffc175dec5d9a15a83a2f8073b08b27be1fb7638cc466,502,57,False
03000c72d4dd6a4be44ffc175dec5d9a15a83a2f8073b08b27be1fb7638cc466,502,64,True
03000c72d4dd6a4be44ffc175dec5d9a15a83a2f8073b08b27be1fb7638cc466,502,70,False
03000c72d4dd6a4be44ffc175dec5d9a15a83a2f8073b08b27be1fb7638cc466,502,71,True
03000c72d4dd6a4be44ffc175dec5d9a15a83a2f8073b08b27be1fb7638cc466,502,112,True
03000c72d4dd6a4be44ffc175dec5d9a15a83a2f8073b08b27be1fb7638cc466,502,118,True
0461c96c9cc0058f709704605f24136f373ba4e9ac083a1157d0976f1b6e8419,494,41,True
0461c96c9cc0058f709704605f24136f373ba4e9ac083a1157d0976f1b6e8419,494,43,True
0461c96c9cc0058f709704605f24136f373ba4e9ac083a1157d0976f1b6e8419,494,44,True
0461c96c9cc0058f709704605f24136f373ba4e9ac083a1157d0976f1b6e8419,494,46,False
0461c96c9cc0058f709704605f24136f373ba4e9ac083a1157d0976f1b6e8419,494,49,False
0461c96c9cc0058f709704605f24136f373ba4e9ac083a1157d0976f1b6e8419,494,67,False
0461c96c9cc0058f709704605f24136f373ba4e9ac083a1157d0976f1b6e8419,494,104,False
0461c96c9cc0058f709704605f24136f373ba4e9ac083a1157d0976f1b6e8419,494,106,True
0461c96c9cc0058f709704605f24136f373ba4e9ac083a1157d0976f1b6e8419,494,107,False
0461c96c9cc0058f709704605f24136f373ba4e9ac083a1157d0976f1b6e8419,494,108,False
0461c96c9cc0058f709704605f24136f373ba4e9ac083a1157d0976f1b6e8419,502,45,False
0461c96c9cc0058f709704605f24136f373ba4e9ac083a1157d0976f1b6e8419,502,48,False
0461c96c9cc0058f709704605f24136f373ba4e9ac083a1157d0976f1b6e8419,502,51,False
0461c96c9cc0058f709704605f24136f373ba4e9ac083a1157d0976f1b6e8419,502,56,True
0461c96c9cc0058f709704605f24136f373ba4e9ac083a1157d0976f1b6e8419,502,57,True
0461c96c9cc0058f709704605f24136f373ba4e9ac083a1157d0976f1b6e8419,502,64,False
0461c96c9cc0058f709704605f24136f373ba4e9ac083a1157d0976f1b6e8419,502,70,False
0461c96c9cc0058f709704605f24136f373ba4e9ac083a1157d0976f1b6e8419,502,71,False
0461c96c9cc0058f709704605f24136f373ba4e9ac083a1157d0976f1b6e8419,502,112,False
0461c96c9cc0058f709704605f24136f373ba4e9ac083a1157d0976f1b6e8419,502,118,True
048fce7bd5670d2ce6215f41856aea059973fb280ce1067c7896d7e982dce89a,494,41,True
048fce7bd5670d2ce6215f41856aea059973fb280ce1067c7896d7e982dce89a,494,43,True
048fce7bd5670d2ce6215f41856aea059973fb280ce1067c7896d7e982dce89a,494,44,True
048fce7bd5670d2ce6215f41856aea059973fb280ce1067c7896d7e982dce89a,494,46,True
048fce7bd5670d2ce6215f41856aea059973fb280ce1067c7896d7e982dce89a,494,49,True
048fce7bd5670d2ce6215f41856aea059973fb280ce1067c7896d7e982dce89a,494,67,True
048fce7bd5670d2ce6215f41856aea059973fb280ce1067c7896d7e982dce89a,494,104,True
048fce7bd5670d2ce6215f41856aea059973fb280ce1067c7896d7e982dce89a,494,106,True
048fce7bd5670d2ce6215f41856aea059973fb280ce1067c7896d7e982dce89a,494,107,True
048fce7bd5670d2ce6215f41856aea059973fb280ce1067c7896d7e982dce89a,494,108,True
048fce7bd5670d2ce6215f41856aea059973fb280ce1067c7896d7e982dce89a,502,45,True
048fce7bd5670d2ce6215f41856aea059973fb280ce1067c7896d7e982dce89a,502,48,True
048fce7bd5670d2ce6215f41856aea059973fb280ce1067c7896d7e982dce89a,502,51,True
048fce7bd5670d2ce6215f41856aea059973fb280ce1067c7896d7e982dce89a,502,56,True
048fce7bd5670d2ce6215f41856aea059973fb280ce1067c7896d7e982dce89a,502,57,True
048fce7bd5670d2ce6215f41856aea059973fb280ce1067c7896d7e982dce89a,502,64,True
048fce7bd5670d2ce6215f41856aea059973fb280ce1067c7896d7e982dce89a,502,70,True
048fce7bd5670d2ce6215f41856aea059973fb280ce1067c7896d7e982dce89a,502,71,True
048fce7bd5670d2ce6215f41856aea059973fb280ce1067c7896d7e982dce89a,502,112,True
048fce7bd5670d2ce6215f41856aea059973fb280ce1067c7896d7e982dce89a,502,118,True
04ed28ab2b2a010c686bf190a5f001dfdc7d9ec41859048d64d141b976f46d31,494,41,False
04ed28ab2b2a010c686bf190a5f001dfdc7d9ec41859048d64d141b976f46d31,494,43,True
04ed28ab2b2a010c686bf190a5f001dfdc7d9ec41859048d64d141b976f46d31,494,44,True
04ed28ab2b2a010c686bf190a5f001dfdc7d9ec41859048d64d141b976f46d31,494,46,True
04ed28ab2b2a010c686bf190a5f001dfdc7d9ec41859048d64d141b976f46d31,494,49,True
04ed28ab2b2a010c686bf190a5f001dfdc7d9ec41859048d64d141b976f46d31,494,67,True
04ed28ab2b2a010c686bf190a5f001dfdc7d9ec41859048d64d141b976f46d31,494,104,True
04ed28ab2b2a010c686bf190a5f001dfdc7d9ec41859048d64d141b976f46d31,494,106,True
04ed28ab2b2a010c686bf190a5f001dfdc7d9ec41859048d64d141b976f46d31,494,107,True
04ed28ab2b2a010c686bf190a5f001dfdc7d9ec41859048d64d141b976f46d31,494,108,True
04ed28ab2b2a010c686bf190a5f001dfdc7d9ec41859048d64d141b976f46d31,502,45,True
04ed28ab2b2a010c686bf190a5f001dfdc7d9ec41859048d64d141b976f46d31,502,48,True
04ed28ab2b2a010c686bf190a5f001dfdc7d9ec41859048d64d141b976f46d31,502,51,True
04ed28ab2b2a010c686bf190a5f001dfdc7d9ec41859048d64d141b976f46d31,502,56,True
04ed28ab2b2a010c686bf190a5f001dfdc7d9ec41859048d64d141b976f46d31,502,57,True
04ed28ab2b2a010c686bf190a5f001dfdc7d9ec41859048d64d141b976f46d31,502,64,True
04ed28ab2b2a010c686bf190a5f001dfdc7d9ec41859048d64d141b976f46d31,502,70,True
04ed28ab2b2a010c686bf190a5f001dfdc7d9ec41859048d64d141b976f46d31,502,71,True
04ed28ab2b2a010c686bf190a5f001dfdc7d9ec41859048d64d141b976f46d31,502,112,True
04ed28ab2b2a010c686bf190a5f001dfdc7d9ec41859048d64d141b976f46d31,502,118,True
072db31ce670255297c5d67fd00068faf81a7f50223b5a5af0f555aa69815fe0,494,41,True
072db31ce670255297c5d67fd00068faf81a7f50223b5a5af0f555aa69815fe0,494,43,True
072db31ce670255297c5d67fd00068faf81a7f50223b5a5af0f555aa69815fe0,494,44,True
072db31ce670255297c5d67fd00068faf81a7f50223b5a5af0f555aa69815fe0,494,46,True
072db31ce670255297c5d67fd00068faf81a7f50223b5a5af0f555aa69815fe0,494,49,True
072db31ce670255297c5d67fd00068faf81a7f50223b5a5af0f555aa69815fe0,494,67,True
072db31ce670255297c5d67fd00068faf81a7f50223b5a5af0f555aa69815fe0,494,104,True
072db31ce670255297c5d67fd00068faf81a7f50223b5a5af0f555aa69815fe0,494,106,True
072db31ce670255297c5d67fd00068faf81a7f50223b5a5af0f555aa69815fe0,494,107,True
072db31ce670255297c5d67fd00068faf81a7f50223b5a5af0f555aa69815fe0,494,108,True
072db31ce670255297c5d67fd00068faf81a7f50223b5a5af0f555aa69815fe0,502,45,True
072db31ce670255297c5d67fd00068faf81a7f50223b5a5af0f555aa69815fe0,502,48,True
072db31ce670255297c5d67fd00068faf81a7f50223b5a5af0f555aa69815fe0,502,51,True
072db31ce670255297c5d67fd00068faf81a7f50223b5a5af0f555aa69815fe0,502,56,True
072db31ce670255297c5d67fd00068faf81a7f50223b5a5af0f555aa69815fe0,502,57,True
072db31ce670255297c5d67fd00068faf81a7f50223b5a5af0f555aa69815fe0,502,64,True
072db31ce670255297c5d67fd00068faf81a7f50223b5a5af0f555aa69815fe0,502,70,True
072db31ce670255297c5d67fd00068faf81a7f50223b5a5af0f555aa69815fe0,502,71,True
072db31ce670255297c5d67fd00068faf81a7f50223b5a5af0f555aa69815fe0,502,112,True
072db31ce670255297c5d67fd00068faf81a7f50223b5a5af0f555aa69815fe0,502,118,True
07445b2803cfbba249af9f27deaabc1c2aa5fd49745cd11637d45d1e8f939c2b,494,41,True
07445b2803cfbba249af9f27deaabc1c2aa5fd49745cd11637d45d1e8f939c2b,494,43,True
07445b2803cfbba249af9f27deaabc1c2aa5fd49745cd11637d45d1e8f939c2b,494,44,True
07445b2803cfbba249af9f27deaabc1c2aa5fd49745cd11637d45d1e8f939c2b,494,46,True
07445b2803cfbba249af9f27deaabc1c2aa5fd49745cd11637d45d1e8f939c2b,494,49,True
07445b2803cfbba249af9f27deaabc1c2aa5fd49745cd11637d45d1e8f939c2b,494,67,True
07445b2803cfbba249af9f27deaabc1c2aa5fd49745cd11637d45d1e8f939c2b,494,104,True
07445b2803cfbba249af9f27deaabc1c2aa5fd49745cd11637d45d1e8f939c2b,494,106,True
07445b2803cfbba249af9f27deaabc1c2aa5fd49745cd11637d45d1e8f939c2b,494,107,True
07445b2803cfbba249af9f27deaabc1c2aa5fd49745cd11637d45d1e8f939c2b,494,108,True
07445b2803cfbba249af9f27deaabc1c2aa5fd49745cd11637d45d1e8f939c2b,502,45,True
07445b2803cfbba249af9f27deaabc1c2aa5fd49745cd11637d45d1e8f939c2b,502,48,True
07445b2803cfbba249af9f27deaabc1c2aa5fd49745cd11637d45d1e8f939c2b,502,51,True
07445b2803cfbba249af9f27deaabc1c2aa5fd49745cd11637d45d1e8f939c2b,502,56,True
07445b2803cfbba249af9f27deaabc1c2aa5fd49745cd11637d45d1e8f939c2b,502,57,True
07445b2803cfbba249af9f27deaabc1c2aa5fd49745cd11637d45d1e8f939c2b,502,64,True
07445b2803cfbba249af9f27deaabc1c2aa5fd49745cd11637d45d1e8f939c2b,502,70,True
07445b2803cfbba249af9f27deaabc1c2aa5fd49745cd11637d45d1e8f939c2b,502,71,True
07445b2803cfbba249af9f27deaabc1c2aa5fd49745cd11637d45d1e8f939c2b,502,112,True
07445b2803cfbba249af9f27deaabc1c2aa5fd49745cd11637d45d1e8f939c2b,502,118,True
07c8b5fb98feb87d3ee0c873b94852d521cf159de84010db6455466d6e6b52cf,494,41,True
07c8b5fb98feb87d3ee0c873b94852d521cf159de84010db6455466d6e6b52cf,494,43,True
07c8b5fb98feb87d3ee0c873b94852d521cf159de84010db6455466d6e6b52cf,494,44,True
07c8b5fb98feb87d3ee0c873b94852d521cf159de84010db6455466d6e6b52cf,494,46,True
07c8b5fb98feb87d3ee0c873b94852d521cf159de84010db6455466d6e6b52cf,494,49,True
07c8b5fb98feb87d3ee0c873b94852d521cf159de84010db6455466d6e6b52cf,494,67,True
07c8b5fb98feb87d3ee0c873b94852d521cf159de84010db6455466d6e6b52cf,494,104,False
07c8b5fb98feb87d3ee0c873b94852d521cf159de84010db6455466d6e6b52cf,494,106,True
07c8b5fb98feb87d3ee0c873b94852d521cf159de84010db6455466d6e6b52cf,494,107,True
07c8b5fb98feb87d3ee0c873b94852d521cf159de84010db6455466d6e6b52cf,494,108,True
07c8b5fb98feb87d3ee0c873b94852d521cf159de84010db6455466d6e6b52cf,502,45,True
07c8b5fb98feb87d3ee0c873b94852d521cf159de84010db6455466d6e6b52cf,502,48,True
07c8b5fb98feb87d3ee0c873b94852d521cf159de84010db6455466d6e6b52cf,502,51,True
07c8b5fb98feb87d3ee0c873b94852d521cf159de84010db6455466d6e6b52cf,502,56,False
07c8b5fb98feb87d3ee0c873b94852d521cf159de84010db6455466d6e6b52cf,502,57,True
07c8b5fb98feb87d3ee0c873b94852d521cf159de84010db6455466d6e6b52cf,502,64,True
07c8b5fb98feb87d3ee0c873b94852d521cf159de84010db6455466d6e6b52cf,502,70,True
07c8b5fb98feb87d3ee0c873b94852d521cf159de84010db6455466d6e6b52cf,502,71,True
07c8b5fb98feb87d3ee0c873b94852d521cf159de84010db6455466d6e6b52cf,502,112,True
07c8b5fb98feb87d3ee0c873b94852d521cf159de84010db6455466d6e6b52cf,502,118,True
08f436c2b6962c5a4e083d443715d94da0d3a54c21d025783f5da882205b521a,494,41,True
08f436c2b6962c5a4e083d443715d94da0d3a54c21d025783f5da882205b521a,494,43,True
08f436c2b6962c5a4e083d443715d94da0d3a54c21d025783f5da882205b521a,494,44,False
08f436c2b6962c5a4e083d443715d94da0d3a54c21d025783f5da882205b521a,494,46,False
08f436c2b6962c5a4e083d443715d94da0d3a54c21d025783f5da882205b521a,494,49,False
08f436c2b6962c5a4e083d443715d94da0d3a54c21d025783f5da882205b521a,494,67,True
08f436c2b6962c5a4e083d443715d94da0d3a54c21d025783f5da882205b521a,494,104,False
08f436c2b6962c5a4e083d443715d94da0d3a54c21d025783f5da882205b521a,494,106,False
08f436c2b6962c5a4e083d443715d94da0d3a54c21d025783f5da882205b521a,494,107,False
08f436c2b6962c5a4e083d443715d94da0d3a54c21d025783f5da882205b521a,494,108,False
08f436c2b6962c5a4e083d443715d94da0d3a54c21d025783f5da882205b521a,502,45,True
08f436c2b6962c5a4e083d443715d94da0d3a54c21d025783f5da882205b521a,502,48,True
08f436c2b6962c5a4e083d443715d94da0d3a54c21d025783f5da882205b521a,502,51,False
08f436c2b6962c5a4e083d443715d94da0d3a54c21d025783f5da882205b521a,502,56,True
08f436c2b6962c5a4e083d443715d94da0d3a54c21d025783f5da882205b521a,502,57,False
08f436c2b6962c5a4e083d443715d94da0d3a54c21d025783f5da882205b521a,502,64,True
08f436c2b6962c5a4e083d443715d94da0d3a54c21d025783f5da882205b521a,502,70,False
091dc109aa58c7a670f4b61bc23df548fec73c05c7582dfb7c51f3a925d3618f,494,41,True
091dc109aa58c7a670f4b61bc23df548fec73c05c7582dfb7c51f3a925d3618f,494,43,True
091dc109aa58c7a670f4b61bc23df548fec73c05c7582dfb7c51f3a925d3618f,494,44,True
091dc109aa58c7a670f4b61bc23df548fec73c05c7582dfb7c51f3a925d3618f,494,46,True
091dc109aa58c7a670f4b61bc23df548fec73c05c7582dfb7c51f3a925d3618f,494,49,True
091dc109aa58c7a670f4b61bc23df548fec73c05c7582dfb7c51f3a925d3618f,494,67,True
091dc109aa58c7a670f4b61bc23df548fec73c05c7582dfb7c51f3a925d3618f,494,104,True
091dc109aa58c7a670f4b61bc23df548fec73c05c7582dfb7c51f3a925d3618f,494,106,True
091dc109aa58c7a670f4b61bc23df548fec73c05c7582dfb7c51f3a925d3618f,494,107,True
091dc109aa58c7a670f4b61bc23df548fec73c05c7582dfb7c51f3a925d3618f,494,108,False
091dc109aa58c7a670f4b61bc23df548fec73c05c7582dfb7c51f3a925d3618f,502,45,True
091dc109aa58c7a670f4b61bc23df548fec73c05c7582dfb7c51f3a925d3618f,502,48,False
091dc109aa58c7a670f4b61bc23df548fec73c05c7582dfb7c51f3a925d3618f,502,51,False
091dc109aa58c7a670f4b61bc23df548fec73c05c7582dfb7c51f3a925d3618f,502,56,True
091dc109aa58c7a670f4b61bc23df548fec73c05c7582dfb7c51f3a925d3618f,502,57,False
091dc109aa58c7a670f4b61bc23df548fec73c05c7582dfb7c51f3a925d3618f,502,64,True
091dc109aa58c7a670f4b61bc23df548fec73c05c7582dfb7c51f3a925d3618f,502,70,False
091dc109aa58c7a670f4b61bc23df548fec73c05c7582dfb7c51f3a925d3618f,502,71,True
091dc109aa58c7a670f4b61bc23df548fec73c05c7582dfb7c51f3a925d3618f,502,112,True
091dc109aa58c7a670f4b61bc23df548fec73c05c7582dfb7c51f3a925d3618f,502,118,True
092f648c8f4deefbd5a15a17825410afefdde05a559fea8c487245797e3f3b27,494,41,False
092f648c8f4deefbd5a15a17825410afefdde05a559fea8c487245797e3f3b27,494,43,False
092f648c8f4deefbd5a15a17825410afefdde05a559fea8c487245797e3f3b27,494,44,True
092f648c8f4deefbd5a15a17825410afefdde05a559fea8c487245797e3f3b27,494,46,True
092f648c8f4deefbd5a15a17825410afefdde05a559fea8c487245797e3f3b27,494,49,True
092f648c8f4deefbd5a15a17825410afefdde05a559fea8c487245797e3f3b27,494,67,True
092f648c8f4deefbd5a15a17825410afefdde05a559fea8c487245797e3f3b27,494,104,True
092f648c8f4deefbd5a15a17825410afefdde05a559fea8c487245797e3f3b27,494,106,False
